"simid","pia","puta","interventiontime","nc","sum_degrees","sum_excess","contacts_small","contacts_large","strategy"
NA,2,1768.1149705752,4631.84528112198,3,NA,NA,13,8,"RITA+Secondary,W=6mo"
NA,0,3688.07380730132,2853.01084620589,3,NA,NA,7,4,"RITA+Secondary,W=6mo"
NA,2,4006.31293475378,577.197542421975,3,NA,NA,23,15,"RITA+Secondary,W=6mo"
NA,0,1028.50111900447,315.538518829352,2,NA,NA,13,7,"RITA+Secondary,W=6mo"
NA,0,0,404.801796930202,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
NA,0,105.252239129495,693.677517736578,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,2,3984.71402967171,494.267234917458,4,NA,NA,32,21,"RITA+Secondary,W=6mo"
NA,2,3794.25615793094,545.38170285265,3,NA,NA,32,21,"RITA+Secondary,W=6mo"
NA,0,5945.68534335604,832.890753471009,2,NA,NA,29,21,"RITA+Secondary,W=6mo"
NA,0,1525.40143439659,6649.60005765976,2,NA,NA,13,7,"RITA+Secondary,W=6mo"
NA,4,1504.86538889454,1749.96950282762,2,NA,NA,34,34,"RITA+Secondary,W=6mo"
NA,0,748.957155613013,2347.14687760997,2,NA,NA,8,8,"RITA+Secondary,W=6mo"
NA,0,866.905689038575,406.1274221029,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,0,0,5555.69313456102,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
NA,1,1882.46273734695,2301.61844654555,3,NA,NA,17,14,"RITA+Secondary,W=6mo"
NA,1,1489.97126371327,1454.28406160002,3,NA,NA,32,15,"RITA+Secondary,W=6mo"
NA,2,387.553030502015,514.819706696585,2,NA,NA,23,21,"RITA+Secondary,W=6mo"
NA,0,0,3654.80280847872,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
NA,0,1012.46826328148,887.481540623621,2,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,3,2197.84083192056,565.309293382395,2,NA,NA,13,12,"RITA+Secondary,W=6mo"
NA,0,737.302400567455,2604.58045969535,2,NA,NA,21,20,"RITA+Secondary,W=6mo"
NA,0,1395.20911767928,2219.8966869987,2,NA,NA,17,11,"RITA+Secondary,W=6mo"
NA,0,1961.79224177846,407.95397593676,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
NA,0,650.164670817982,2617.80001745216,2,NA,NA,20,12,"RITA+Secondary,W=6mo"
NA,1,357.313423063559,1019.06381831486,1,NA,NA,19,19,"RITA+Secondary,W=6mo"
NA,0,45.50082168114,1512.5023218736,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
NA,0,418.927919812273,2382.17290033665,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
NA,0,447.897319368207,883.020210541379,2,NA,NA,18,11,"RITA+Secondary,W=6mo"
NA,0,0,184.132407376487,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
NA,0,1714.42683715294,146.414353606603,2,NA,NA,15,14,"RITA+Secondary,W=6mo"
NA,0,6422.54659870349,2091.81301205355,3,NA,NA,9,7,"RITA+Secondary,W=6mo"
NA,6,5643.84953172649,260.815867361078,3,NA,NA,5,3,"RITA+Secondary,W=6mo"
NA,0,6070.75413506284,6703.88894653272,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,0,419.433123779399,1479.38131247219,2,NA,NA,19,15,"RITA+Secondary,W=6mo"
NA,0,105.985270390179,2885.74644293699,2,NA,NA,16,13,"RITA+Secondary,W=6mo"
NA,4,3644.59831783571,3490.96009038624,3,NA,NA,32,14,"RITA+Secondary,W=6mo"
NA,0,2198.8406039764,2856.02766973817,2,NA,NA,19,11,"RITA+Secondary,W=6mo"
NA,0,710.178857295202,498.337161233381,1,NA,NA,34,34,"RITA+Secondary,W=6mo"
NA,0,239.168823615928,1362.29444832849,3,NA,NA,22,14,"RITA+Secondary,W=6mo"
NA,1,1268.68410920086,3356.02378188041,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
NA,0,900.562532484664,526.413735531269,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
NA,1,0,1712.9500498016,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
NA,0,410.009480374743,2058.87055304678,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
NA,0,0,1900.10263488479,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
NA,0,1721.01500187604,6091.99479428304,3,NA,NA,25,14,"RITA+Secondary,W=6mo"
NA,0,2733.49238837883,2254.03065318084,2,NA,NA,6,5,"RITA+Secondary,W=6mo"
NA,0,13.0572164803621,1509.69788012106,2,NA,NA,36,21,"RITA+Secondary,W=6mo"
NA,0,989.078267930281,414.119886602446,2,NA,NA,15,11,"RITA+Secondary,W=6mo"
NA,1,983.398190447107,730.574965310545,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
NA,2,2752.21663344474,530.081818338641,2,NA,NA,9,9,"RITA+Secondary,W=6mo"
NA,0,1008.11544500843,1675.41612132368,1,NA,NA,13,13,"RITA+Secondary,W=6mo"
NA,0,0,1482.0647113553,1,NA,NA,21,21,"RITA+Secondary,W=6mo"
NA,0,1493.99790048058,613.502700755705,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,5,3193.76085941264,720.828385009585,4,NA,NA,32,16,"RITA+Secondary,W=6mo"
NA,2,2057.47117580942,1613.78877342898,3,NA,NA,74,44,"RITA+Secondary,W=6mo"
NA,0,1405.03937227918,3133.52681680293,1,NA,NA,26,26,"RITA+Secondary,W=6mo"
NA,0,569.751507111567,2269.18904679595,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,0,1517.26628627494,4367.95257542887,2,NA,NA,16,10,"RITA+Secondary,W=6mo"
NA,0,0,1795.7489307949,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
NA,0,902.304672105607,3206.67424827428,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,0,794.690328841293,910.979598773836,2,NA,NA,8,6,"RITA+Secondary,W=6mo"
NA,0,53.2936115118869,2212.90400506951,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
NA,0,1845.38539442507,4778.59745235041,2,NA,NA,3,2,"RITA+Secondary,W=6mo"
NA,0,516.521507793873,914.10208427203,1,NA,NA,27,27,"RITA+Secondary,W=6mo"
NA,0,2217.47431281123,284.261878160135,1,NA,NA,14,14,"RITA+Secondary,W=6mo"
NA,0,601.053479593851,647.886853225647,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
NA,1,1275.86108150264,589.993754157958,2,NA,NA,13,9,"RITA+Secondary,W=6mo"
NA,2,2512.96739512768,450.535180375516,2,NA,NA,27,25,"RITA+Secondary,W=6mo"
NA,2,3912.93026847902,2793.38224186244,3,NA,NA,14,12,"RITA+Secondary,W=6mo"
NA,2,1598.03758482222,2614.32112081922,2,NA,NA,21,16,"RITA+Secondary,W=6mo"
NA,1,270.355617465907,2652.59423746661,2,NA,NA,2,2,"RITA+Secondary,W=6mo"
NA,0,149.611545366643,6246.98108625994,2,NA,NA,10,7,"RITA+Secondary,W=6mo"
NA,0,0,527.209577427884,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
NA,1,1404.56723834608,308.955786502897,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,0,855.000249801105,87.1921610998045,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,0,0,1212.88834370283,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
NA,1,1190.9778394425,1427.62230273397,2,NA,NA,19,11,"RITA+Secondary,W=6mo"
NA,0,1831.92752987165,1457.96431124771,2,NA,NA,20,17,"RITA+Secondary,W=6mo"
NA,0,4.45603973420475,5756.36893693189,2,NA,NA,8,8,"RITA+Secondary,W=6mo"
NA,2,4784.53898531737,3621.47316778873,2,NA,NA,21,15,"RITA+Secondary,W=6mo"
NA,0,1316.84528763005,4150.11560014408,2,NA,NA,10,8,"RITA+Secondary,W=6mo"
NA,0,356.437787779761,3102.59083452353,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,0,738.72408067431,2449.80411054536,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
NA,0,833.416517772965,2761.33843508138,2,NA,NA,15,14,"RITA+Secondary,W=6mo"
NA,0,3015.30123439973,947.367161929346,2,NA,NA,20,16,"RITA+Secondary,W=6mo"
NA,0,0,2798.0067303918,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,1,1008.68383230278,1690.38462760943,3,NA,NA,29,13,"RITA+Secondary,W=6mo"
NA,0,2013.88928126935,1951.30956164642,2,NA,NA,28,18,"RITA+Secondary,W=6mo"
NA,0,2068.37589100242,1928.4806917354,3,NA,NA,30,18,"RITA+Secondary,W=6mo"
NA,0,909.047067843326,2184.54901718941,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
NA,0,0,2586.64634030667,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
NA,0,2257.87612435887,1414.72627917397,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
NA,0,0,5976.12544670057,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
NA,0,1339.50664951673,555.027250769444,1,NA,NA,20,20,"RITA+Secondary,W=6mo"
NA,0,744.756976057769,246.758738018213,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
NA,0,1101.05119962008,2064.11130200774,2,NA,NA,43,35,"RITA+Secondary,W=6mo"
NA,0,3595.10705860413,2337.41996355593,1,NA,NA,17,17,"RITA+Secondary,W=6mo"
NA,0,543.164399608513,2905.8852282965,2,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,0,1401.99843461748,633.321169664639,2,NA,NA,8,6,"RITA+Secondary,W=6mo"
NA,1,0,1852.12703947127,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,2,1738.65328607862,681.738824518712,2,NA,NA,8,8,"RITA+Secondary,W=6mo"
NA,3,2863.39259412347,1630.10420992455,2,NA,NA,9,5,"RITA+Secondary,W=6mo"
NA,2,2200.37320801403,1261.37307031657,3,NA,NA,42,19,"RITA+Secondary,W=6mo"
NA,1,1298.11401613689,2185.36836049108,2,NA,NA,26,19,"RITA+Secondary,W=6mo"
NA,0,825.489178420027,2604.09162219031,2,NA,NA,19,19,"RITA+Secondary,W=6mo"
NA,0,1208.29061863865,2489.85168206181,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,0,370.788397766073,1832.28608136403,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
NA,0,0,1381.26764816951,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,0,0,2091.94978409857,1,NA,NA,36,36,"RITA+Secondary,W=6mo"
NA,2,4283.7533020798,3586.07708427213,2,NA,NA,35,27,"RITA+Secondary,W=6mo"
NA,0,2828.27438078249,3488.66643816811,2,NA,NA,7,7,"RITA+Secondary,W=6mo"
NA,0,3356.84714693642,6313.02389622684,2,NA,NA,19,10,"RITA+Secondary,W=6mo"
NA,0,1549.1657542793,364.273051021738,2,NA,NA,2,1,"RITA+Secondary,W=6mo"
NA,2,1657.03073180005,1714.08311552151,2,NA,NA,25,13,"RITA+Secondary,W=6mo"
NA,1,119.214909661958,3251.8989376596,2,NA,NA,30,18,"RITA+Secondary,W=6mo"
NA,0,0,3854.53445911059,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
NA,0,56.6708150780335,1328.15758672905,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,0,0,214.114317364535,1,NA,NA,18,18,"RITA+Secondary,W=6mo"
NA,1,1892.27363131363,2060.15458229171,2,NA,NA,13,8,"RITA+Secondary,W=6mo"
NA,0,946.990688493527,3902.56382156142,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
NA,0,391.837059381607,1209.72287338723,2,NA,NA,16,11,"RITA+Secondary,W=6mo"
NA,1,0,2055.69052054974,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
NA,0,1973.79799324993,246.783360866936,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,1,13.190484698204,617.428294578315,2,NA,NA,15,15,"RITA+Secondary,W=6mo"
NA,0,1948.84139485567,3582.60911433687,2,NA,NA,39,34,"RITA+Secondary,W=6mo"
NA,0,924.302190645209,303.994152721674,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,0,4877.60500541229,109.802008214473,3,NA,NA,16,15,"RITA+Secondary,W=6mo"
NA,0,457.798905097423,483.354351097693,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,0,1476.3724274065,55.5398658052698,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,1,3865.43168152169,1086.01231591174,2,NA,NA,16,13,"RITA+Secondary,W=6mo"
NA,0,1395.82139599799,2055.79702887571,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
NA,0,494.852106811085,4223.5142058361,2,NA,NA,26,16,"RITA+Secondary,W=6mo"
NA,0,206.864325229525,2533.54555596201,1,NA,NA,12,12,"RITA+Secondary,W=6mo"
NA,0,1564.23286161346,1677.05960136868,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
NA,0,147.124948053452,405.219348254864,1,NA,NA,16,16,"RITA+Secondary,W=6mo"
NA,1,755.52858414855,840.509056427442,2,NA,NA,19,19,"RITA+Secondary,W=6mo"
NA,0,2036.00541738211,2934.83914397028,3,NA,NA,73,52,"RITA+Secondary,W=6mo"
NA,0,1640.69775641662,7837.4562237758,2,NA,NA,7,6,"RITA+Secondary,W=6mo"
NA,0,1778.01222335806,366.25154790102,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
NA,0,332.951800027511,1811.31197123157,1,NA,NA,16,16,"RITA+Secondary,W=6mo"
NA,0,0,2250.27375791944,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
NA,0,109.991067900865,2420.8690958839,2,NA,NA,25,17,"RITA+Secondary,W=6mo"
NA,0,1642.21421045528,5549.98257232855,3,NA,NA,41,23,"RITA+Secondary,W=6mo"
NA,0,654.615784565652,7643.60455772425,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
NA,0,0,2197.53331992936,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,0,1240.22964514629,1595.56299346392,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
NA,0,1043.96799358439,5277.41670021172,2,NA,NA,24,24,"RITA+Secondary,W=6mo"
NA,0,398.730425462639,297.591437761899,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,0,1443.66997076961,2371.24190029676,1,NA,NA,17,17,"RITA+Secondary,W=6mo"
NA,0,2129.79276838944,178.095999760231,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
NA,1,2381.99131168673,834.598601195372,3,NA,NA,33,18,"RITA+Secondary,W=6mo"
NA,0,854.750630339515,1359.30746368874,2,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,2,5127.30684086691,2181.11101268928,5,NA,NA,61,21,"RITA+Secondary,W=6mo"
NA,0,0,3570.53614390755,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
NA,1,436.375892621063,4719.6300468921,2,NA,NA,29,15,"RITA+Secondary,W=6mo"
NA,0,111.138973628663,879.007458389242,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,0,0,1100.62111632445,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
NA,0,0,3171.95405735587,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,1,4279.60177772087,5586.15259909325,3,NA,NA,11,11,"RITA+Secondary,W=6mo"
NA,0,1695.66326147118,434.46781904177,3,NA,NA,45,24,"RITA+Secondary,W=6mo"
NA,3,2770.68711896231,247.130977276433,2,NA,NA,40,20,"RITA+Secondary,W=6mo"
NA,0,1667.41662581575,873.329760075957,1,NA,NA,18,18,"RITA+Secondary,W=6mo"
NA,0,620.122928746846,1920.62345714486,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
NA,1,542.390984211372,2282.70261747547,2,NA,NA,38,25,"RITA+Secondary,W=6mo"
NA,0,1794.20406274869,434.854088030409,2,NA,NA,57,44,"RITA+Secondary,W=6mo"
NA,2,2543.49186237256,593.376030479436,3,NA,NA,7,4,"RITA+Secondary,W=6mo"
NA,0,2780.21356656026,1617.66798656262,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
NA,0,257.977112046249,2218.98480179763,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,1,664.924228823787,5304.70880438377,2,NA,NA,73,71,"RITA+Secondary,W=6mo"
NA,0,1174.65087521336,1883.56294779536,2,NA,NA,60,54,"RITA+Secondary,W=6mo"
NA,0,684.855092669627,2211.74322348876,2,NA,NA,14,13,"RITA+Secondary,W=6mo"
NA,3,3598.58409208389,4313.28020394184,3,NA,NA,32,16,"RITA+Secondary,W=6mo"
NA,7,0,7314,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
NA,3,2466.62670299673,392.386576354316,2,NA,NA,15,11,"RITA+Secondary,W=6mo"
NA,2,3625.39834189367,4218.61973469032,2,NA,NA,18,16,"RITA+Secondary,W=6mo"
NA,1,623.438110963757,5027.14070982373,2,NA,NA,26,16,"RITA+Secondary,W=6mo"
NA,2,1183.05241553345,3658.87573221934,2,NA,NA,8,4,"RITA+Secondary,W=6mo"
NA,0,68.0820914491414,5174.46726134447,2,NA,NA,16,10,"RITA+Secondary,W=6mo"
NA,1,2903.16363128319,5393.82138854663,2,NA,NA,5,4,"RITA+Secondary,W=6mo"
NA,0,0,4572.0142627685,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,0,854.643554741431,2192.07342838632,1,NA,NA,14,14,"RITA+Secondary,W=6mo"
NA,3,3488.8311938145,1440.18261855139,3,NA,NA,36,24,"RITA+Secondary,W=6mo"
NA,1,2138.52936493698,2318.6180432213,2,NA,NA,41,25,"RITA+Secondary,W=6mo"
NA,1,830.185616899978,2701.38540418303,2,NA,NA,16,14,"RITA+Secondary,W=6mo"
NA,0,0,3549.564268097,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,3,3898.94864699052,753.998849651453,5,NA,NA,44,28,"RITA+Secondary,W=6mo"
NA,2,3273.75846722177,983.961250692851,2,NA,NA,14,9,"RITA+Secondary,W=6mo"
NA,2,3814.03562205714,1363.19954427157,3,NA,NA,23,9,"RITA+Secondary,W=6mo"
NA,2,3587.55847436846,3515.40088410185,2,NA,NA,20,12,"RITA+Secondary,W=6mo"
NA,0,2015.98939905303,4225.61702284982,2,NA,NA,19,12,"RITA+Secondary,W=6mo"
NA,0,0,474.169494598803,1,NA,NA,17,17,"RITA+Secondary,W=6mo"
NA,0,117.042230769602,343.127263829202,2,NA,NA,19,17,"RITA+Secondary,W=6mo"
NA,0,580.781655327576,731.109252965983,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,0,1999.75946918689,5857.18752150481,3,NA,NA,7,7,"RITA+Secondary,W=6mo"
NA,0,1630.2766894752,3348.47282302846,1,NA,NA,18,18,"RITA+Secondary,W=6mo"
NA,3,2771.88986281122,1653.67466013496,2,NA,NA,3,2,"RITA+Secondary,W=6mo"
NA,1,6577.62673915004,465.38523036459,3,NA,NA,12,9,"RITA+Secondary,W=6mo"
NA,0,5421.29878422859,661.951163888639,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
NA,1,1150.22669514691,3348.23530325524,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
NA,1,6194.27386449529,400.599335188388,3,NA,NA,63,48,"RITA+Secondary,W=6mo"
NA,0,232.292671986539,1693.24981507209,2,NA,NA,16,11,"RITA+Secondary,W=6mo"
NA,0,676.088792191193,2357.91325421387,2,NA,NA,21,11,"RITA+Secondary,W=6mo"
NA,0,0,1124.7502961998,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
NA,1,3459.09756503302,3812.81927793767,2,NA,NA,13,9,"RITA+Secondary,W=6mo"
NA,0,342.867925431442,2885.51055237763,1,NA,NA,7,7,"RITA+Secondary,W=6mo"
NA,1,1955.91023122027,3946.96817931431,2,NA,NA,16,11,"RITA+Secondary,W=6mo"
NA,0,1806.61587054219,143.947042145795,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
NA,0,1630.01782182693,320.545090861056,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
NA,0,1265.9640244265,2764.00572767693,1,NA,NA,14,14,"RITA+Secondary,W=6mo"
NA,0,0,1249.03562293337,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
NA,0,0,1024.74671340084,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,1,3346.56970790542,407.074624947486,2,NA,NA,38,38,"RITA+Secondary,W=6mo"
NA,0,1964.67146543091,1682.78445123015,2,NA,NA,20,16,"RITA+Secondary,W=6mo"
NA,0,1587.20544369298,894.733253973474,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,0,0,331.637967867586,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
NA,1,680.527645973283,1929.00107773907,2,NA,NA,16,13,"RITA+Secondary,W=6mo"
NA,0,0,2575.92262933511,1,NA,NA,13,13,"RITA+Secondary,W=6mo"
NA,0,62.1806971408489,1021.32721229505,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,0,1035.6877894788,1552.31124938375,2,NA,NA,24,13,"RITA+Secondary,W=6mo"
NA,1,138.953533878794,3682.05523228736,2,NA,NA,6,6,"RITA+Secondary,W=6mo"
NA,2,1384.67997477212,3058.8128389769,2,NA,NA,20,15,"RITA+Secondary,W=6mo"
NA,1,4108.37653547798,2133.57559777368,2,NA,NA,29,20,"RITA+Secondary,W=6mo"
NA,0,1388.48346161362,1992.83053714602,2,NA,NA,8,5,"RITA+Secondary,W=6mo"
NA,0,2499.25826714603,1999.49445041628,2,NA,NA,48,35,"RITA+Secondary,W=6mo"
NA,0,6422.52512467228,3781.65524249663,2,NA,NA,19,13,"RITA+Secondary,W=6mo"
NA,0,750.722580401265,3911.8134479852,2,NA,NA,27,16,"RITA+Secondary,W=6mo"
NA,0,1754.63609637875,3678.22569798284,2,NA,NA,28,20,"RITA+Secondary,W=6mo"
NA,2,14.6498101717048,3295.72699675129,2,NA,NA,61,33,"RITA+Secondary,W=6mo"
NA,3,1936.26696792565,3316.03835239259,2,NA,NA,15,10,"RITA+Secondary,W=6mo"
NA,0,122.62173447804,695.661870134675,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,0,1292.39944446705,3324.98286390722,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
NA,0,4829.97510465413,444.545306182799,2,NA,NA,12,12,"RITA+Secondary,W=6mo"
NA,1,5384.17794570461,430.899481659418,3,NA,NA,37,16,"RITA+Secondary,W=6mo"
NA,0,1864.94994104683,4662.49863441559,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,0,1106.30471531412,5041.84357379655,2,NA,NA,16,13,"RITA+Secondary,W=6mo"
NA,0,4084.97553253439,3304.26587494093,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,0,1256.45885474806,465.656835495975,1,NA,NA,15,15,"RITA+Secondary,W=6mo"
NA,0,0,4624.35455303122,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
NA,0,0,513.933952831699,1,NA,NA,19,19,"RITA+Secondary,W=6mo"
NA,0,384.921858883963,1796.20125601993,2,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,0,0,3535.55805382047,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,0,0,1076.92143839544,1,NA,NA,10,10,"RITA+Secondary,W=6mo"
NA,0,1541.82399406991,1962.91737541019,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,0,6440.61577031234,463.220130255147,1,NA,NA,14,14,"RITA+Secondary,W=6mo"
NA,1,1986.07481974311,374.469362726961,2,NA,NA,10,6,"RITA+Secondary,W=6mo"
NA,1,0,599.462342626585,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,0,670.351373380695,1167.17786404893,2,NA,NA,11,9,"RITA+Secondary,W=6mo"
NA,0,0,6323.70011028608,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,0,1807.02293678766,3726.84471609266,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,0,2046.26107556407,4558.43745063131,1,NA,NA,6,6,"RITA+Secondary,W=6mo"
NA,1,756.2316468935,133.161240544925,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,0,1970.67735436657,1308.63979201273,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,0,583.536147221615,2959.41018056062,3,NA,NA,23,19,"RITA+Secondary,W=6mo"
NA,0,114.766617031037,2696.19599363658,2,NA,NA,13,11,"RITA+Secondary,W=6mo"
NA,0,0,2824.96261066761,1,NA,NA,11,11,"RITA+Secondary,W=6mo"
NA,0,0,4464.47512195602,1,NA,NA,9,9,"RITA+Secondary,W=6mo"
NA,0,0,2726.36861639593,1,NA,NA,13,13,"RITA+Secondary,W=6mo"
NA,0,1265.50875618535,395.281937470249,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
NA,0,3390.45549205925,1006.63818383239,2,NA,NA,28,23,"RITA+Secondary,W=6mo"
NA,0,179.796671423479,396.855892836114,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,0,1184.9704214475,231.240799408256,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
NA,0,0,4571.76365810868,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,0,136.128705211116,2927.43847705379,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,0,985.302398476329,572.029733907432,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,0,0,1876.66231266383,1,NA,NA,2,2,"RITA+Secondary,W=6mo"
NA,0,798.312038415425,1056.10329147859,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,1,3787.9502380253,3058.2684283965,2,NA,NA,30,17,"RITA+Secondary,W=6mo"
NA,0,2946.92548466413,3570.15708590675,2,NA,NA,20,13,"RITA+Secondary,W=6mo"
NA,0,2605.36078638429,3099.69649992427,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,1,487.082842864499,3176.84845962918,2,NA,NA,8,8,"RITA+Secondary,W=6mo"
NA,0,1213.5597880685,3245.42818870497,2,NA,NA,4,3,"RITA+Secondary,W=6mo"
NA,0,578.206297540643,1162.10833088925,1,NA,NA,8,8,"RITA+Secondary,W=6mo"
NA,0,0,2018.13755852713,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,0,235.382289241732,370.000585427889,1,NA,NA,21,21,"RITA+Secondary,W=6mo"
NA,0,561.88321339166,167.551667500061,1,NA,NA,5,5,"RITA+Secondary,W=6mo"
NA,0,491.46286449501,800.563856701647,1,NA,NA,0,0,"RITA+Secondary,W=6mo"
NA,3,1845.88801439811,818.880192941137,3,NA,NA,113,55,"RITA+Secondary,W=6mo"
NA,0,831.834255717811,4443.3753539245,2,NA,NA,7,6,"RITA+Secondary,W=6mo"
NA,5,5044.67595964939,2013.84516909891,3,NA,NA,27,17,"RITA+Secondary,W=6mo"
NA,1,9161.42798866436,1206.35163532211,3,NA,NA,59,43,"RITA+Secondary,W=6mo"
NA,0,163.422741631949,4779.22143387675,2,NA,NA,18,14,"RITA+Secondary,W=6mo"
NA,0,1367.64265821982,650.12040498609,1,NA,NA,41,41,"RITA+Secondary,W=6mo"
NA,0,948.993944691569,935.08368439492,1,NA,NA,1,1,"RITA+Secondary,W=6mo"
NA,0,104.690295559756,1413.28667718711,1,NA,NA,3,3,"RITA+Secondary,W=6mo"
NA,1,1859.56426546459,1251.61831493253,2,NA,NA,13,8,"RITA+Secondary,W=6mo"
NA,2,1812.10187008343,3076.7597842413,2,NA,NA,18,12,"RITA+Secondary,W=6mo"
NA,0,0,4429.02303020157,1,NA,NA,4,4,"RITA+Secondary,W=6mo"
NA,1,1615.66860041921,2543.55438802608,2,NA,NA,10,7,"RITA+Secondary,W=6mo"
